,HC,HC,HC,HC,HC,HC,HC,HC,PC,PC,PC,PC,PC,PC,PC,PC,PC,SC,SC,SC,SC,SC,SC,SC,SC,SC
UNC5H3,40.8,46.3,451.2,194.6,125.6,212.8,127.1,48.6,174.7,55.8,74.7,60,196.2,177.2,69.8,374.3,136.5,286.2,430,515.1,52.6,107.5,63.7,45.3,47.9,37.2
Lymphotoxin b R,286,139.3,148.9,205.9,345.8,323.7,255.4,185,174.2,306.6,237.1,167.9,150.2,204.3,236.8,146.4,499.1,176.7,428.9,225.2,128.8,350.1,112.3,266,242.1,186.7
Carbonic anhydrase 9,156.5,90.9,196.4,91.2,420.7,209,237,248.4,143.6,591.5,120.7,77.1,96,912.3,296.1,95.8,542.1,114,267.7,274.2,77.7,179.9,180.7,356.4,157.1,92.3
Nr-CAM,69.7,75.9,200.7,71,108.8,68.5,85.1,73.4,69.8,82,78.2,89.9,98.3,66.5,77.5,78.1,78.5,88.6,75,93.5,73,61.3,82.9,75.8,74.6,106
AMPK a1b1g1,68.6,73.3,120.4,73.1,96.1,75.7,71,70.4,79,77.5,66.2,72.3,82.1,78.1,67.7,87.3,66.5,75.9,85.5,81.1,75.3,60,92,59.8,71.4,83.8
OX2G,100.2,106.4,289.1,109.8,224.2,125.8,119.7,127.3,123.5,226,108.7,124.3,118.9,99.2,145.2,125.4,115.5,126.8,134,123.6,114.8,97.1,143.4,130.9,106.8,163.3
GREM1,356.2,137.3,78.8,149.6,268,194.5,340.8,171.5,156.9,257.1,273.9,75.2,137.4,444.3,313.8,85,562.4,127.3,214.7,143.9,66.5,213.9,199.8,771.3,223.9,155.5
Adrenomedullin,565.7,453.3,610.2,1206.6,1425.9,1870.5,621.7,564.4,1205.8,774.1,940.3,295.1,325.1,691.3,1180.5,408.2,5444,771.1,708.4,1219.3,467.8,1609.9,436.4,934.9,828.1,325.6
IFN-g,1638.7,1777.2,1873.2,1649.2,966.8,1524,1512.2,1769.5,1592.4,1153.5,1669,1831.7,2059.8,1722.2,1272.5,2307.3,1299.5,1616.7,841.6,2004.2,2018.5,1155.9,1495.5,1114.1,2783.4,4436.2
XTP3A,119.5,51.5,51.1,192.6,69.4,113.9,168.1,111.5,184.4,79.8,90,82.8,69.1,89.5,107.1,61.9,179.3,368.4,363.9,72.1,68,684.1,47.6,132.7,83.4,31.9
STRATIFIN,140.1,144.5,416.8,142.9,259.6,205.7,211.4,157,192.3,247.9,181.6,149.4,191,209.8,190.9,173.7,165.7,188.3,263.9,200.5,157.6,242.8,166.8,153.7,135.7,244
Fibronectin,127.3,78.7,58.8,75.2,63.1,97.8,137.4,69.3,74.5,161.4,59.4,82.4,68.4,90.3,251.9,60.6,82.8,56.1,95.3,72.6,1670.8,7410.9,74.3,109.5,79,54.4
Mn SOD,6137.1,7145.4,12856,10900.7,3782,9729.4,5376.2,6145.3,9495.9,7509.2,6570.7,5834.9,6969.2,5689.8,6742.3,10061.6,5501.1,7431.5,5058.3,15226.8,12171.1,4684.6,8115.6,4463.1,5946.9,17434.7
PIK3CA/PIK3R1,92.8,83.1,67.5,78.4,66.7,79.5,82.1,86.4,72.8,72.9,76.4,85.1,95.3,70.7,76.8,91.8,89.1,97.2,61.6,80.1,83.5,60.2,74.3,73.4,95.7,107.9
ENTP5,234.3,115.7,89.4,112.4,194.1,162.8,242.5,125.8,128.9,208.7,162.7,88.9,98.2,167.3,201.5,88.1,303.6,136.3,220.4,120.1,86.8,306.7,139.7,439.6,132.6,95.4
PKC-D,444.1,261.8,446.3,354.8,791.6,418.7,527.8,492.5,384,1056.2,423.4,219.7,240,1149.6,660.9,261.5,691.9,319.1,627.3,492.9,260.8,605.8,352.7,591.9,414.8,529.9
Endoglin,79.4,93.1,77.1,82.4,51.4,85.5,78.4,80.7,75,65,79.8,96.2,103.8,82,68.3,109.7,62.7,81.3,47.9,79.2,98.4,53.9,79,60.9,81.2,142
TSP2,97.1,134,49.5,57.1,113.8,199.9,158.7,120.6,168.6,92.9,101.3,53.2,206.1,85.4,129.7,51,309.7,54.8,62.2,157.8,46.1,63.9,92,402.7,122.5,240.2
Carbonic anhydrase I,435.9,6333.2,1548.6,9379.9,247.5,405.8,1143.9,5884.7,5484.8,450.9,1680.2,7976.5,1707.8,536.3,874.8,2962.3,260.6,14396.4,630.4,3126.8,297.7,1163.2,2322.5,584.9,6137.1,1131.1
Phosphoglycerate mutase 1,98.8,117.3,89.8,97.3,76.1,156.4,294.8,139.5,177.1,67.4,118.9,103,90.8,110.7,208,103.6,104.8,388.5,410.2,87.6,76,8124.8,67.8,78.7,455.5,102.3
IL-17B,153.5,1557,1394.9,83.2,39.1,44.6,46,1431.5,69.1,39.8,49.6,2761.1,780.8,62.3,49.2,2513.2,51.1,62.8,44.8,678.6,103.9,36.7,4258.7,57.1,2260,567.4
BMP-7,36.8,46,33.3,35.9,25.6,33.5,35.2,42.5,35.7,27.6,41.3,41.8,45.3,40.9,30,36.6,29.4,37.7,25.3,38,39.3,25.8,34.5,26.5,51.8,35
MIS,320.4,187.4,392.9,407,318.1,532.3,246.9,262.9,432.6,278.5,430.7,162.6,182.6,420,436.6,215,376.6,388.6,484.1,535.5,125.3,620.4,215.4,222.7,287.6,193.6
DLL1,1473.7,1753.2,1483.3,1671.6,766.5,1379.5,1663.5,2127.9,1376.3,1214,1506,1908.2,1762.8,1309,1022.9,2202.2,1753.7,1292.3,706.5,2355.3,2133.3,966.7,1560.6,869.2,1811.5,3768.1
IL-12,39.9,47.1,84.8,52.8,39.3,48.6,47.2,44.7,51.7,34.6,41.8,49.4,51,43.2,39.4,99.1,52.4,66.7,51.7,79,48.7,30.6,43.6,41.7,42.9,42.2
KI3L2,64.3,65.3,66.3,64.5,79.5,59.1,77.4,72.6,63,67.8,64,68.4,76.6,62.2,75.5,70.5,68.6,68.8,60.3,59,71.7,54.5,66.8,71.9,67.9,81
BNP-32,88.2,76.7,193.3,76.2,138.6,76.6,78,89.6,89.4,100.4,76.3,82.8,98.6,68.2,82,92.7,82.6,80.1,79.7,84.1,86.9,73.6,109.1,86.4,78.8,86.6
CTLA-4,24.9,32.5,28.5,28.7,15.6,23.4,23.5,29.5,23.4,18.9,27.6,43.9,35.4,23.8,22.2,51.9,20.3,27.2,14.4,28.6,35.1,18.5,25.6,18.3,28,30
Factor H,187.3,83,62.4,132.5,100.4,109.2,322,172,74.4,123.5,141.2,103.5,74.8,633.6,146.5,89.5,201,153.3,95.9,63.5,265.7,39371.5,89.9,225.8,145.5,69.8
FLRT3,145.7,167.9,212.1,182.6,118.4,147.5,143.4,151.3,155.6,139.9,154.8,218.2,178.1,140.1,126.9,242.1,129.5,151.5,121.6,181.2,180.6,124.2,178.9,116.9,159.8,320.6
CK2-A1:B,78.7,86.2,119.4,114.5,94.4,85.7,172,168.2,90.4,100.8,87.8,86.8,85.2,103.8,111.1,125.4,216.3,157.3,135.1,77,89.5,472.8,88.9,134.3,117.4,81.3
Cystatin M,68.7,80.4,71.6,72.7,64,61.9,84.1,73.4,64,50.8,69.3,79.4,84.6,68.5,62.7,86.2,80.6,67.6,43.7,67.1,98.4,168.9,66.6,74.3,67.7,110.4
PDE5A,163.5,161.3,275.6,167.5,187.6,252.2,181.9,158.4,187.8,220.9,171.2,381.7,364,145.5,233.4,219.5,176.8,151.5,179.5,373.6,138.2,151.5,502.7,224.8,187.6,232.1
IL-20 Ra,50.3,52.3,48.5,55.8,45.4,55.4,52.1,53.6,58.8,73.2,60.7,53.6,60.6,50.2,78.5,59.6,52.7,57.4,41.2,55,58.3,39.8,53.7,58.9,47.7,45.4
Osteopontin,155.8,216.7,208.5,166.1,143.1,1913.2,315.9,193.6,645.7,211.5,196.9,207.1,213.6,905.7,556,222.5,390.8,208.5,414.9,176.4,130.9,580.2,184.1,188.1,176,331.6
IL-18 BPa,96.2,136.5,154.5,95.9,99,97.2,85,103.1,93.9,89,98.9,120.3,125.5,80.7,79.5,123.2,76.3,94,79.5,111.3,102.8,139.8,141.4,75.3,93.5,154.5
Siglec-3,44.1,49,47.4,47.5,30.4,43.3,55.4,51.3,45,39.4,48.9,51.4,53.1,41.2,47.7,57.6,87.1,44.1,29,57.4,50,35.1,44.8,64.5,59.8,42.9
FGF-16,107.5,80.4,67.3,84.6,138,94.8,115.5,80,97.6,171.6,94.1,63.8,75.3,226.2,218.6,76.7,186.9,77.1,158.9,84.6,66,111.1,88.8,173.5,89.8,58.5
AGR2,99.7,105.6,238.9,118.6,125.6,116.3,95.5,99.8,121.8,153.1,107.5,111.4,97.6,84.7,147.4,97,86.8,109.7,122.8,150.1,99.7,106.2,169,87.9,98.5,147.3
UCRP,74.9,83.7,245.7,125.1,95.7,136.7,99.9,84.3,111.9,62.1,90,97.9,99.6,98.2,74.1,236.6,104,154.3,163.2,200.9,82.5,91.8,90.6,74.9,78.4,123.2
SPARCL1,64.6,71.1,62.3,66.7,55.5,65.7,64,66.6,65.9,62.5,69.9,70.7,76.2,63.1,54.5,59.8,60.1,65.3,59.1,74.9,66.6,55.3,57,51.3,68.9,101.3
Lumican,68.6,83.3,96.4,78.1,71.7,69.7,70.1,78.8,72.9,71,75.6,91.1,86,61.1,68.7,83.6,72.8,70,56.2,81.8,96.9,65.5,90.2,70.1,77.8,103.5
IL-27,85.8,78.8,65.9,73.2,66.6,79.9,73.3,70,67.5,65.7,75.8,75.2,77.8,75.9,73.4,71.7,78.2,82.2,83.2,81.3,65.6,59.8,68.7,66.6,74.1,76.3
Ephrin-A5,67,49.9,45,64.4,72.6,72.1,77.1,57.7,54.9,74.3,70.6,43.8,49.9,68.1,88.7,43.4,85.4,72.1,47.1,74.7,145.2,94.4,49.4,68.4,56.9,30.7
Glypican 3,40.2,48.2,50,43.4,31.3,37.4,36.8,44.5,48.7,34.7,41.3,45,52.8,37.3,35.1,47.4,31.9,45.1,36.8,41,50.2,36.3,71.3,33.5,41.3,34.4
Antithrombin III,53,55,54.7,52.6,62.6,51.8,144,53.2,56.7,54.3,53.8,55.5,61.3,49,67.3,53.3,156.5,53.2,79.5,54,69,50.3,63.2,87.7,52.6,37.8
Neurotrophin-3,26.2,27,27.8,27.2,18.5,22.9,27,32.2,26.1,23.6,27.4,28.7,33.3,24.9,27.3,27.3,25.6,25.7,17.1,26.3,29.5,21.2,25.9,27.6,27.6,39.7
HSP 40,40.2,42.3,39.2,41.4,41.6,39.1,42.5,41.4,39.2,40.3,45.4,41.9,42.1,46.6,45.9,39.2,47.1,40.8,38.1,48.3,43,33.7,38.4,54.2,44.8,32.8
MAPKAPK3,54.6,54.5,43.3,57.7,53,78.5,53.7,53.4,62.4,45.1,73.3,50.4,56.2,62.4,52,59,60.7,60,54.8,65.6,44.4,60,50.5,45.5,64.9,33.2
KYNU,66.3,67.2,67.2,65.1,85.8,98.3,73,60.9,66.7,67.7,66.6,66.1,65.1,68.3,70.2,59.6,75,64.8,70.9,72,62.5,81.9,69.5,75.8,69.9,61.6
Apo E,62.1,47.4,45.9,51.9,70.5,58.5,51.4,52.6,41.9,65.1,60.3,54.9,56.7,40.1,41.3,50.5,60.8,44.7,88.4,69.1,74.1,59.9,34,69.1,46.8,33.5
cIAP-2,81.2,89,96.5,81.2,66.7,70.5,91,77.9,82.9,64,79.8,98.5,103.4,65.7,70.1,105.9,64.8,79.9,65,78,106.4,65.7,121.7,75.6,81,130.4
TAFI,62.2,55.2,51.6,111.7,49.6,66.9,62.2,51.7,81.3,53,76.7,51.7,53.1,64.3,53.4,53,57.9,52.7,276,60.4,48.6,1404.3,54.6,57.7,65.4,51.3
NR1D1,75.1,74.3,240.1,154.8,145.3,206.5,137.3,74.3,156.5,88.7,101.6,76.1,82.6,171.3,94.1,180.3,147.1,243.2,395,167.5,74.1,116.3,95.3,78.1,84.1,84.8
Karyopherin-a2,203.3,136.3,121.5,126.9,99.7,162.7,119.4,162,1108.9,191.6,208.2,94.4,2905.6,192.3,255.6,267.1,157.7,80.6,123.7,308.2,101.7,292.6,93.3,94.4,184.9,366.6
Cytidylate kinase,233.8,213.6,1823.8,221.1,461.4,286.6,241.7,241.3,303,388,225.5,209.4,219.4,216.8,231.6,225,217.1,229,432,256.4,211.4,285.7,422.1,232,239.9,395.4
SIRT2,16451.7,20006.5,22322.7,27763.3,8780.9,24860.1,14143.8,24276.7,50348,32727,72890.1,16756.1,19439.3,19533.2,41315.5,27051.3,15151,25809.6,10617.9,34124,19477.8,14174.5,16534.9,6833.9,23503.9,43666.7
SCGF-alpha,73.1,68.9,76.1,71.5,87.6,72.8,74.7,69,79.5,79.2,77.6,75.1,70,80,75.9,73.8,71.5,80.4,87.1,80.9,68.4,76.5,68.8,75.9,72.5,68.2
P-Selectin,136.8,103.9,70.4,90.6,99.7,102,121.8,92.7,89.3,126.5,191.2,94.1,102.8,105,220.4,93.6,122,83.8,73.3,230.6,97.9,83.5,109.4,124,94.7,136.4
Integrin aVb5,1552.7,1678.6,1593.5,1589.1,860.8,1496.5,1303.9,1398.1,1599.4,1121.6,1560.5,1730,1855.2,1806.6,1322.4,2086.7,1293.5,1420.9,1455.8,1494.5,1758.7,1195,1502.4,1144.9,1549.2,4193.5
LTBP4,86.3,100.4,106.5,96.8,50.3,94.1,81.7,102.3,80.6,57.4,75.6,187.8,97,74,68.6,100.2,63.5,126.1,46.6,73.2,569.4,200.1,70.4,50.2,71,110.4
GDF2,103.1,100.3,168.7,101.3,142.5,100.9,102.1,103.4,113.6,134,108.8,102,104.7,103.5,104.7,110.8,101.3,98.6,106.4,118.2,99.3,95.3,113.6,105.1,101.7,182.7
PSP,98929.1,585172.9,455176.7,399605.6,7986.2,50466.8,22732.3,407057.9,280520.4,27414.4,451946.1,483316.3,7719.1,3300.9,24449.7,387060.5,5540.7,54930.6,46509.4,491042.1,309623.4,224996.9,431554.9,81356.5,365951.5,31469.4
IL-22BP,76.4,70.8,72.4,65.7,72.7,61.6,62.7,72.6,64.5,58.2,63.8,72.5,83,54.6,59.6,89.3,53.5,66.8,53.4,224.5,74.6,49.2,79.1,58.7,62.5,84.8
Protein C,78.9,117.5,119.6,110.5,98,106.8,82.3,84.6,117.8,98.7,90,89.2,79.5,84.1,75.1,87.9,85.7,123.1,99.9,111.2,82.6,99.4,96,75.8,78.6,123.6
MK01,52.1,62.4,81.1,62.5,76.9,54.5,55.9,58.7,53.2,62.1,54.1,64.9,80.3,56.4,52.7,57.6,51.7,63.1,41.4,64.9,59.5,97.3,54.6,43.3,56.5,75.4
Trypsin 2,165.8,6773.6,9356.7,185.7,58.6,64.1,53.1,5266.7,68.3,42.5,56.6,17198.2,1074.7,60.6,50.4,8636.2,46.8,75.9,42.2,4211.1,1740.3,47.9,25491.4,56.6,29928.1,1303.2
RS3A,104.2,121.5,175.1,106.9,115.7,121.2,101,112.2,110.2,118.6,121.6,128.8,135.8,111.4,128.1,143.1,89.8,116.4,89,111.9,133.7,93,151.3,92.6,122.5,186.7
STAT6,98.7,102.9,155.2,95.7,117.5,83.8,82.9,87.9,97.5,97.1,89.9,111,110.5,104.1,89.2,104.1,125.4,120.6,79.6,96,98.9,85,111,92.2,88.5,119.2
ASAHL,2395.9,3089.1,912.1,3903.3,1040.6,965.2,1280,1582,1871.4,1329.5,4985.4,3746.3,98.6,7285.8,1552.9,1853.6,983.2,1972.4,5762,278.7,1026.1,7901,665.6,2814.8,2566.2,510.5
FSTL1,140.3,398.6,265.8,278.9,109,120.5,97,315.9,116.1,106.1,115.5,829.8,132.7,161,114.2,331.7,88.1,141.2,96.2,148.6,1324.4,2891.2,165.5,94.7,269.2,228.3
eIF-5,81.8,109.3,77.9,98.9,82.2,85.8,86.1,82,122.8,74.9,90.8,98.3,105.7,113.8,77.4,77.4,106.4,107.2,84.2,104.4,79.7,142.6,85.2,76.8,77.1,87.6
PDE3A,83.6,98.2,304.4,86,165.9,98.3,103.8,100.1,108,107.2,89.3,97.2,106.7,154.8,105.7,97.2,154.2,90.9,99.1,95.2,93.6,84.4,145.1,108.3,107,133.9
sICAM-2,1070.2,404.2,418.9,386.2,364.7,471.7,458.4,499.4,502.6,381.5,506.6,256,321.3,451.7,507,298.9,435.7,415.7,439.2,756.5,265.9,674.4,916.7,385.6,2338.2,339.7
COMMD7,375.1,176.2,138.4,169.7,260.2,284.9,299.5,171.6,242.9,333,348.9,134.1,140.4,342.9,345.2,140.6,435.6,176,305.2,194.2,110.5,242.1,239.6,538.4,207.5,152
FGF7,86.4,64.7,56.5,67.4,97.4,69.8,100.3,97.5,65.1,112.5,81.8,57.6,61.7,133,107.2,66.9,104.3,73.7,87.8,70.9,59.6,100.2,86.1,119,78.1,48.5
BPI,1320.3,451.5,191.2,322.5,545.8,732.4,729.6,432.4,1410.8,667.4,949.6,136.9,252.6,1402.3,647.5,207.2,878.4,249.4,945.9,338.8,247.5,17605.3,569.4,1118.1,708.3,230.2
CNTF,44.5,49.8,43.5,42.4,36.8,41.4,45.6,41.7,39.8,34.2,47.4,48,52.6,35.3,37.9,44.2,38,43.6,29.8,42.6,49.6,29,43.9,35,44.9,51.9
CRTAM,67.8,74.9,109.2,71.5,99.1,72.1,78.7,77.8,70.7,93.5,72.5,77.9,82.9,81.3,80.5,88.1,73.5,78.1,64.3,74.1,81.5,58,95.9,79.9,72.3,96
IF4G2,26.3,29.7,24.5,26.1,17.1,22.8,26.5,27.8,25.9,20.2,26.7,26,32.1,25,24.3,24.1,23.2,25.2,16.8,26.9,28.9,18.6,25.9,21.7,27.7,31
calreticulin,117.1,132.6,761.8,1153.8,291.7,750.6,208,148.8,654.7,347.5,697.1,205.6,167.2,347.8,1022.2,244.8,410.3,950.4,764.5,382.6,118.5,162.2,165.1,136.9,213.7,180.2
RAP,83.9,91.3,465.9,94.6,199.5,114.2,94.3,89.7,105.6,117.2,94.4,87,98.9,82,84,94.3,97.7,101.2,122.3,94.2,86.8,97.6,145.9,88.2,90.5,120.1
Aflatoxin B1 aldehyde reductase,149.7,67.8,45.8,107.5,70.7,108,97,55.4,67.1,70.1,108,48.6,54.8,91.4,94.3,58.1,128.7,73,75.2,79.4,40.4,290.1,79.6,113.3,94.2,31.9
BCMA,64.3,62.4,58.8,66.9,75.9,75.6,63.5,67.7,61.3,74.4,56.8,64,62.8,75.6,69.9,57.4,72.4,61,61.7,63.9,139.7,74.5,72.4,90.4,59.8,60.4
FCG2A,111.8,66.2,53.9,77.3,58.8,78.7,94.5,66.5,102.7,93.1,67.3,51,62,84.1,119.7,51.7,141.6,63.8,53.4,60.2,49.1,500.3,208.3,188.4,79.9,56.3
MIP-3b,51.6,59.3,60.2,51.4,46.5,46.9,50.8,52.6,47.4,44.6,49.4,57.6,67.8,50.4,52.4,62,61.6,53.8,35.6,50.3,55.8,34.9,51.7,58.2,54.9,56.9
TGF-b R III,121.5,88.7,93.2,140.4,123.1,110.6,108.5,83.4,91.6,117,103.7,90.3,88.9,105.4,109.9,93.3,136.2,98.8,244.7,110.3,84,158.8,92.5,102.3,100,107.9
PTN,1301.6,1602.9,1393.9,1616.7,776.5,1217.1,1260.1,1553,1399.6,979.1,1340.8,1646,1817.6,1428.6,1095.1,1915.4,962.1,1344.2,829.8,1375.9,1814.7,987.9,1395.9,879.7,1272.3,3976.7
CD5L,179,77.2,76.4,472.5,54.2,128.5,136.6,54.6,115.5,80.8,656.3,73.6,53.9,344.1,72.9,71,70.6,138.2,402.8,51.5,1061.7,23725.8,60.2,85.8,62.2,35.7
CATC,84.4,80.8,66.6,68.9,77,92.2,115.6,67.7,131.1,83.7,86.6,71.3,73.7,70.3,81.2,68.7,88.1,99.3,100.6,79,61.1,75.7,108,97,66.4,60.1
MBL,70.8,51.2,78.7,67.6,162.3,82.4,104.7,84.3,100.3,167.5,65.1,46.9,48,64,107.9,53.1,123.4,73.6,118,88.4,50.8,108.5,65.3,113.4,81.4,42.5
VCAM-1,122.6,87.5,89.9,106.9,138.7,108.9,104.3,102,94.5,132.3,108.3,82.5,94.4,125.2,86.9,80.2,158.1,91.9,169.4,113.5,75.3,123.1,66.7,118.3,98,114.5
FLRT2,78,89,162.1,84.1,104.5,81.7,84.6,87.3,86,87.3,81.5,101,101.2,72.3,74.4,100.4,84.9,81.1,76.2,96.8,96.1,96.9,111.7,71.9,85.6,131.1
Afamin,207.9,95.7,106.7,118.8,199.8,187.2,232.7,100.6,119.4,166.3,154.6,101.8,95.7,145.5,144.1,104.6,212.7,166.3,190.2,133.5,72.6,6659.8,123.4,204.6,132.2,92
FCAR,51.3,55.5,87.8,52.5,60.1,46.2,52,54.1,53,49.4,52.2,56.2,62,46.7,49.4,54.2,53.8,54.6,49.4,55.9,56.7,43,67.1,52.6,50.3,55.1
Marapsin,218.3,221.7,2030.4,220.8,511.9,307.4,256.8,242.6,300,446.3,221.8,256.7,231.6,189.3,248.8,238.9,251.8,233.7,459.5,281.1,197.9,234,362.2,299.6,218.8,462.3
Gro-b/g,110.4,104.4,389.1,101.6,98.9,107,98.2,92.9,90.5,139.7,95,102,97,81.6,164.2,105.8,173.5,83,129.2,99.6,160.4,127.7,98.3,92.6,102.5,115.4
KI2L4,76.8,68,77.3,62.6,87.1,79.5,96.8,65.4,72.2,85.3,68.3,71.7,74,71.1,101.8,75.9,98.9,81.9,77,59.3,70,64.4,110.8,105.4,66.6,70.4
uPA,813.6,504.1,109.9,195.6,535.3,454.9,575.8,186.1,436.5,539.9,261.5,138.2,102.4,347.5,609.2,141.5,865.4,162.4,278.1,507,64.7,285.5,360.5,832,491.2,864
MCP-1,61.4,62.4,59.7,54.9,67.3,57.8,105.1,73,46.8,93.5,55.3,57.8,61.2,284,114.5,59.9,112,138.4,77.6,49.7,60.4,57.5,139.4,171.7,49.8,51.9
MCP-2,38.6,39.8,37,38.4,29.1,37.2,34.5,39,35.4,31.6,38.4,38.8,42.9,34.5,38.1,37.3,36.1,41.1,26.6,41.2,40.7,27.7,34.4,32.3,36.9,39.7
Albumin,3227.2,852.5,400.6,1357.2,3043.3,32496.3,6551.9,1021.5,394066.5,421.2,51329.7,4528.8,98.3,16740.9,654.8,841.7,814.4,1958.8,4031.3,210.7,13611.2,335312.8,1116.1,7558,249.7,193
PA2G4,85.6,51.8,41.7,404.3,49.6,66.6,71.9,50.3,78.2,51,77.1,43.2,49.7,48.9,101.1,39.1,87.1,86.9,74.5,43.8,64.1,137.1,45.2,102.3,52.8,33.5
M-CSF R,88,63.1,40,56.3,61.2,66.4,80.3,50.6,53.9,75.4,69.1,47.2,51.8,66,94.8,47.6,110.2,48.9,56.5,55,52.4,167.6,63.7,92.9,70.1,33.2
LBP,36.1,42.7,33.2,43.2,22.9,46.6,66,46.5,64,19.5,78.6,86.1,34.4,37,37.1,30,32.1,211.5,514.8,27.5,41.2,12356.9,28.9,35.1,45.8,30.3
IL-17 sR,68.9,55.3,48.7,53.7,72.7,57.9,57.2,59.3,52.4,60.5,51.3,50.3,59.7,48.6,76.5,55.2,101,62.9,59.4,57.3,51.1,79,50.2,72.9,56.3,28.8
IL-7 Ra,56.1,60.7,108.2,59.4,100.9,57.7,60.2,69.4,68.3,72.6,61.8,63.1,69.6,53.3,58.9,73.4,60,65.5,64.6,60,66.5,54.4,99,69.5,61.6,43.5
Carbonic anhydrase XIII,95,73.5,70.3,104.2,111.6,81.3,93.7,111,70.2,132.9,75.4,106.4,67.1,67.5,182.2,80.1,184.7,101.1,181.7,74.5,66.6,906.5,60.8,84.1,135.1,72.3
IRF1,3344.3,3774.9,3143.8,3559.9,1856.6,2891.6,3139.2,3576.9,3267.8,2422.4,3371.4,3881,4447.5,3019.7,2688.8,5112.5,2528.9,3456.1,1766.1,3339.9,4090.3,2237.8,3213.1,2319.5,3336.1,10098.1
CHIP,190.1,183.7,172,215.1,119.4,146.5,189.9,170.4,158.6,144.2,187.4,197.1,203.6,173.2,153.5,226.2,151.2,152.2,88.7,194.6,200.6,133.6,159.5,122.5,207.1,499.9
FCGR1,269.6,103.2,57,86.3,168.5,149.6,172.3,101.4,109.2,156.9,129.6,45.5,75,311.8,143.1,54.9,289.4,61.4,140.3,96.8,81.6,673.3,148.8,377.1,184.6,32.8
IL24,297.9,85.3,54.9,90.8,187.5,180.5,224.9,224.1,95.9,202.1,211.4,59.2,68.8,167.7,245.9,56.9,336.3,91.3,130.1,167,61.4,198.2,108.6,515,355.6,92.9
FTCD,79.6,91.6,150.1,104.1,87.4,152.9,95,91,113.4,80.5,88,98.3,101.8,131,78.5,163,87.3,138.9,137.6,144.1,98.3,76.7,101.6,70.6,84.3,133.6
LRRT3,108.3,48.3,34.6,48.5,57,70.5,99.8,50.6,43.3,70.4,76.1,39.1,46.1,60.5,86,42.5,132.1,55.9,55.6,52.9,40.3,51.4,56.9,162.4,59.3,37.5
EFNB1,1035.2,1163.6,642.9,1118.6,395.5,744.9,444.3,508,694.2,525.5,766.5,848.6,1582.5,630.8,648.6,619.4,606.3,957.6,1279,734.4,590.8,771.5,536.3,637.9,422.4,748.2
MMP-16,81.3,87.5,257,85.2,130.7,88.8,80.6,92,91.6,91.4,92,84.5,91.1,124.1,77.9,95.2,80.5,91.8,95.7,91.9,84.7,84,102.3,81.8,87.4,93.8
Luteinizing hormone,103.4,84,77.6,91.6,112.9,90.1,101.1,83.3,88.3,99.6,91.2,78.9,91.2,97.8,96.5,87.5,107.7,82,94.5,98.8,86.6,105.3,86.2,114.9,95.3,72.3
Semaphorin 3E,69.9,80.9,181,82.2,184.7,87,81,82.4,84.7,135.3,73,87.5,89.7,66.8,86.7,93.3,67.7,90.8,82.9,94.1,83.9,60.4,95.4,65,79.2,98.2
Kallikrein 7,612.8,968,930,759,930.7,578.6,1177.9,1177.6,947.9,589.8,691.4,1079.2,1044,1820.1,557.9,1039.6,864.5,881.4,490.3,685,4743.7,1317.4,717.6,719.4,723.7,2083
Lymphotoxin a1/b2,26.3,30.4,24.9,27.7,16.2,29.6,24.4,28.2,21.6,20.1,27.4,31,32.8,26.2,25.5,32.1,23.8,26.4,15.8,28.8,31.4,21.2,27,21.1,28.1,28.5
TNR4,88,75.6,133,109.8,139.8,101.9,104.2,76.7,100.1,127.6,95,81.1,85.9,106,102.4,112.3,102.9,112.7,132.3,121.8,81.1,90.3,91.1,73.8,92.8,157.7
Kallikrein 11,305.5,134.7,132,202.4,150.8,159.1,234.8,211.1,143,303.7,195.4,109.5,114.4,692.2,274.2,128.3,367.1,139,155,120.5,362.8,430.1,145.3,410.8,177.1,121.7
"Lectin, mannose-binding 2",66,75.3,145.3,140,120.3,157.2,71.5,69,92.6,131.7,92.1,82.8,73.9,116.7,101.8,104.1,97.8,147.4,86.9,110.1,96.9,88.7,80.8,74.8,66.7,82.9
Cripto,47.2,55.9,58.9,53.8,39.4,50.2,51.8,54.2,44.5,41.7,53.9,57.9,62.3,52.5,48.6,58,46.6,56,35.1,62.7,54.5,35.8,51.6,45.5,55.3,53.5
MEPE,72.2,53.7,40.1,59.2,52.5,56.6,69.9,53.5,101.5,160.3,88.6,49.7,56.4,63.7,170.5,58.1,84.3,68.2,54.1,47.1,53.5,52,83.4,85.1,47.1,54.7
HB-EGF,28.1,32.5,26.6,31.4,21.9,28.2,26.7,31.6,29.9,26.9,33,30.4,34.1,33.2,30.1,35.2,28.6,27.5,22.6,32.8,32.7,20.4,30.5,24.6,30.9,30
Midkine,92.1,84.7,75.7,78.8,97.7,95.1,79.3,75.4,72,86.4,75.8,72.5,76.9,126,71.9,73.3,76.1,69.2,82.2,93.6,80,117,77.7,96.3,90.1,70.7
Coagulation Factor V,48,46.6,48.1,44.4,49.9,39.5,60.2,48.7,41.3,39.2,41.4,50,52.1,41.1,41.4,44.1,41.4,49.4,49.2,43.9,51,114.5,45.6,36.2,48.8,33.2
